times,samples,vals,mins,maxes,means,stds,p01s,p05s,p16s,p50s,p84s,p95s,p99s,midvals
65620800.0,10537,23.3651,23.3641,23.5139,23.3651,0.0123379,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
65707200.0,10536,23.3665,23.3641,23.5139,23.3665,0.0188155,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
65793600.0,10537,23.3667,23.3641,23.5139,23.3667,0.0193539,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
65880000.0,10535,23.367,23.3641,23.5139,23.367,0.0205877,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
65966400.0,10537,23.3664,23.3641,23.5139,23.3664,0.0181448,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
66052800.0,10536,23.3654,23.3641,23.5139,23.3654,0.0137829,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66139200.0,10537,23.3664,23.3641,23.5139,23.3664,0.0184271,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
66225600.0,10536,23.3653,23.3641,23.5139,23.3653,0.0131605,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66312000.0,10536,23.3655,23.3641,23.5139,23.3655,0.0141572,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66398400.0,10537,23.3655,23.3641,23.5139,23.3655,0.0141566,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66484800.0,10535,23.3657,23.3641,23.5139,23.3657,0.0152913,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
66571200.0,10537,23.3652,23.3641,23.5139,23.3652,0.012838,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66657600.0,10537,23.3653,23.3641,23.5139,23.3653,0.0132399,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66744000.0,10536,23.3653,23.3641,23.5139,23.3653,0.0130813,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
66830400.0,10537,23.3658,23.3641,23.5139,23.3658,0.015826,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
66916800.0,10536,23.3658,23.3641,23.5139,23.3658,0.0156946,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67003200.0,10537,23.366,23.3641,23.5139,23.366,0.0167198,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67089600.0,10536,23.3659,23.3641,23.5139,23.3659,0.0161519,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67176000.0,10533,23.3645,23.2143,23.5139,23.3645,0.00988615,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
67262400.0,10527,22.885,0.0,23.5139,22.885,3.31452,0.0,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
67348800.0,10534,23.3648,23.3641,23.5139,23.3648,0.00987397,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139
67435200.0,10529,23.3649,23.3641,23.5139,23.3649,0.0105956,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
67521600.0,10537,23.366,23.3641,23.5139,23.366,0.0165325,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67608000.0,10536,23.3663,23.3641,23.5139,23.3663,0.0179156,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67694400.0,10536,23.3663,23.3641,23.5139,23.3663,0.0179741,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67780800.0,10532,23.3663,23.3641,23.5139,23.3663,0.0177417,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67867200.0,10534,23.3661,23.3641,23.5139,23.3661,0.0169056,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
67953600.0,10537,23.3661,23.3641,23.5139,23.3661,0.0172687,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
68040000.0,10536,23.3655,23.3641,23.5139,23.3655,0.0143041,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
68126400.0,10537,23.3652,23.3641,23.5139,23.3652,0.0124227,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
68212800.0,10537,23.3656,23.3641,23.5139,23.3656,0.0148056,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
68299200.0,10536,23.3651,23.3641,23.5139,23.3651,0.0119052,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
68385600.0,10537,23.366,23.3641,23.5139,23.366,0.0168434,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
68472000.0,10532,23.3664,23.3641,23.5139,23.3664,0.0183718,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
68558400.0,10537,23.3656,23.3641,23.5139,23.3656,0.0150155,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
68644800.0,10513,23.3655,23.3641,23.5139,23.3655,0.0144488,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
68731200.0,10536,23.3653,23.3641,23.5139,23.3653,0.0131612,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
68817600.0,10537,23.3651,23.3641,23.5139,23.3651,0.0119046,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139
68904000.0,10535,23.366,23.3641,23.5139,23.366,0.0167206,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
68990400.0,10537,23.3654,23.3641,23.5139,23.3654,0.0136296,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
69076800.0,10536,23.3658,23.3641,23.5139,23.3658,0.0156946,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
69163200.0,10536,23.3661,23.3641,23.5139,23.3661,0.0170878,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
69249600.0,10537,23.3654,23.3641,23.5139,23.3654,0.0139333,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
69336000.0,10536,23.3661,23.3641,23.5139,23.3661,0.0172095,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
69422400.0,10532,23.3661,23.3641,23.5139,23.3661,0.0172087,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
69508800.0,10536,23.3655,23.3641,23.5139,23.3655,0.0140832,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
69595200.0,10537,23.3653,23.3641,23.5139,23.3653,0.0134751,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
69681600.0,10537,23.3657,23.3641,23.5139,23.3657,0.0152223,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
69768000.0,10535,23.3654,23.3641,23.5139,23.3654,0.0135532,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
69854400.0,10537,23.3653,23.3641,23.5139,23.3653,0.0130807,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
69940800.0,10530,23.3653,23.3641,23.5139,23.3653,0.0131612,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70027200.0,10526,23.3655,23.3641,23.5139,23.3655,0.0143034,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70113600.0,10536,23.3659,23.3641,23.5139,23.3659,0.0161519,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
70200000.0,10529,23.3653,23.3641,23.5139,23.3653,0.0134751,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70286400.0,10537,23.3655,23.3641,23.5139,23.3655,0.0144488,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70372800.0,10536,23.3651,23.3641,23.5139,23.3651,0.0119052,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70459200.0,10509,23.3653,23.3641,23.5139,23.3653,0.0131605,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70545600.0,10536,23.3655,23.3641,23.5139,23.3655,0.0140832,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70632000.0,10537,23.3649,23.3641,23.5139,23.3649,0.011081,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70718400.0,10529,23.3652,23.3641,23.5139,23.3652,0.0129194,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70804800.0,10535,23.365,23.3641,23.5139,23.365,0.0111761,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
70891200.0,10533,23.3656,23.3641,23.5139,23.3656,0.0149458,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
70977600.0,10531,23.3657,23.3641,23.5139,23.3657,0.015427,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
71064000.0,10537,23.3657,23.3641,23.5139,23.3657,0.0152223,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
71150400.0,10496,23.3657,23.3641,23.5139,23.3657,0.0154944,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
71236800.0,10527,23.3655,23.3641,23.5139,23.3655,0.0141566,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139
71323200.0,10536,23.3657,23.3641,23.5139,23.3657,0.0150847,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
71409600.0,5119,23.3656,23.3641,23.5139,23.3656,0.0148086,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
71496000.0,10496,23.3655,23.3641,23.5139,23.3655,0.0143763,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
71582400.0,10535,23.3655,23.3641,23.5139,23.3655,0.0144494,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
71668800.0,10536,23.3662,23.3641,23.5139,23.3662,0.0174477,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
71755200.0,10537,23.3656,23.3641,23.5139,23.3656,0.0145926,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
71841600.0,10528,23.3655,23.3641,23.5139,23.3655,0.0142309,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
71928000.0,10528,23.3657,23.3641,23.5139,23.3657,0.0151537,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
72014400.0,10535,23.3654,23.3641,23.5139,23.3654,0.0140088,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72100800.0,10537,23.3655,23.3641,23.5139,23.3655,0.0143763,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72187200.0,10536,23.3654,23.3641,23.5139,23.3654,0.013858,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72273600.0,10536,23.3649,23.3641,23.5139,23.3649,0.0105956,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72360000.0,10537,23.3653,23.3641,23.5139,23.3653,0.0134751,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72446400.0,10536,23.3652,23.3641,23.5139,23.3652,0.0125911,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72532800.0,10537,23.3654,23.3641,23.5139,23.3654,0.0137823,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72619200.0,10487,23.3655,23.3641,23.5139,23.3655,0.0142309,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72705600.0,10537,23.3653,23.3641,23.5139,23.3653,0.0132399,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72792000.0,10537,23.3656,23.3641,23.5139,23.3656,0.0148056,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
72878400.0,10536,23.3656,23.3641,23.5139,23.3656,0.0149465,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
72964800.0,10537,23.3656,23.3641,23.5139,23.3656,0.0148056,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
73051200.0,10536,23.3657,23.3641,23.5139,23.3657,0.015223,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
73137600.0,10537,23.365,23.3641,23.5139,23.365,0.0117267,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139
73224000.0,10537,23.3662,23.3641,23.5139,23.3662,0.0175659,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.5139
73310400.0,10536,23.3659,23.3641,23.5139,23.3659,0.0160227,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
73396800.0,10536,23.3657,23.3641,23.5139,23.3657,0.0152906,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.5139
73483200.0,10536,23.3654,23.3641,23.5139,23.3654,0.0135532,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
73569600.0,10537,23.3651,23.3641,23.5139,23.3651,0.0123379,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
73656000.0,10536,23.3653,23.3641,23.5139,23.3653,0.0131612,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
73742400.0,10537,23.3652,23.3641,23.5139,23.3652,0.012838,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
73828800.0,10537,23.3651,23.3641,23.5139,23.3651,0.0120798,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
73915200.0,10536,23.3652,23.3641,23.5139,23.3652,0.0125911,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74001600.0,10537,23.3653,23.3641,23.5139,23.3653,0.0134751,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74088000.0,10535,23.3654,23.3641,23.5139,23.3654,0.0136302,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74174400.0,10537,23.3653,23.3641,23.5139,23.3653,0.0134751,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74260800.0,10536,23.365,23.3641,23.5139,23.365,0.0116367,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74347200.0,10536,23.3649,23.3641,23.5139,23.3649,0.0105956,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74433600.0,10537,23.3649,23.3641,23.5139,23.3649,0.0108893,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74520000.0,10536,23.3652,23.3641,23.5139,23.3652,0.0124232,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74606400.0,10537,23.365,23.3641,23.5139,23.365,0.0111756,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74692800.0,10535,23.3648,23.3641,23.5139,23.3648,0.0101899,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74779200.0,10537,23.365,23.3641,23.5139,23.365,0.0111756,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74865600.0,10537,23.3653,23.3641,23.5139,23.3653,0.0132399,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
74952000.0,10536,23.3651,23.3641,23.5139,23.3651,0.0122531,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75038400.0,10537,23.3652,23.3641,23.5139,23.3652,0.0124227,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75124800.0,10533,23.3652,23.3641,23.5139,23.3652,0.0128386,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75211200.0,10537,23.3649,23.3641,23.5139,23.3649,0.011081,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75297600.0,10535,23.3649,23.3641,23.5139,23.3649,0.0108893,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75384000.0,10536,23.365,23.3641,23.5139,23.365,0.0116373,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75470400.0,10536,23.3653,23.3641,23.5139,23.3653,0.0133188,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75556800.0,10536,23.3657,23.3641,23.5139,23.3657,0.0151544,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139,23.3641
75643200.0,10537,23.3655,23.3641,23.5139,23.3655,0.0145209,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75729600.0,10536,23.3655,23.3641,23.5139,23.3655,0.0142309,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75816000.0,10537,23.3653,23.3641,23.5139,23.3653,0.0134751,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75902400.0,10537,23.3649,23.3641,23.5139,23.3649,0.0106941,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
75988800.0,10535,23.3651,23.3641,23.5139,23.3651,0.0119052,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76075200.0,10537,23.3653,23.3641,23.5139,23.3653,0.0131605,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76161600.0,10536,23.3652,23.3641,23.5139,23.3652,0.01292,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76248000.0,10536,23.3652,23.3641,23.5139,23.3652,0.0125905,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76334400.0,10537,23.3649,23.3641,23.5139,23.3649,0.0109856,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76420800.0,10536,23.365,23.3641,23.5139,23.365,0.0117273,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76507200.0,10536,23.3653,23.3641,23.5139,23.3653,0.0133188,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76593600.0,10536,23.3653,23.3641,23.5139,23.3653,0.0132405,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76680000.0,10536,23.365,23.3641,23.5139,23.365,0.0112693,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76766400.0,10537,23.3648,23.3641,23.5139,23.3648,0.0103943,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139
76852800.0,10536,23.3648,23.3641,23.5139,23.3648,0.00987444,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
76939200.0,10535,23.3651,23.3641,23.5139,23.3651,0.0123379,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77025600.0,10536,23.3648,23.3641,23.5139,23.3648,0.0101899,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77112000.0,10536,23.3647,23.3641,23.5139,23.3647,0.00954793,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77198400.0,10535,23.3647,23.3641,23.5139,23.3647,0.00921059,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77284800.0,10535,23.3649,23.3641,23.5139,23.3649,0.0105951,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77371200.0,10537,23.3649,23.3641,23.5139,23.3649,0.011081,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77457600.0,10536,23.3648,23.3641,23.5139,23.3648,0.00998071,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77544000.0,10536,23.365,23.3641,23.5139,23.365,0.0112693,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77630400.0,10536,23.3649,23.3641,23.5139,23.3649,0.0105956,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77716800.0,10537,23.3646,23.3641,23.5139,23.3646,0.00824095,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77803200.0,10537,23.3646,23.3641,23.5139,23.3646,0.00873919,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77889600.0,10536,23.3647,23.3641,23.5139,23.3647,0.00909516,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
77976000.0,10536,23.3647,23.3641,23.5139,23.3647,0.0094367,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78062400.0,10536,23.3649,23.3641,23.5139,23.3649,0.0108898,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.5139
78148800.0,10537,23.365,23.3641,23.5139,23.365,0.0112693,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78235200.0,10535,23.3648,23.3641,23.5139,23.3648,0.00976698,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78321600.0,10537,23.3649,23.3641,23.5139,23.3649,0.011081,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78408000.0,10537,23.3647,23.3641,23.5139,23.3647,0.00921016,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78494400.0,10536,23.3649,23.3641,23.5139,23.3649,0.0106946,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78580800.0,10537,23.3646,23.3641,23.5139,23.3646,0.00885931,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78667200.0,10535,23.3647,23.3641,23.5139,23.3647,0.00909516,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78753600.0,10537,23.3652,23.3641,23.5139,23.3652,0.012756,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78840000.0,10537,23.3647,23.3641,23.5139,23.3647,0.00954793,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
78926400.0,10536,23.3651,23.3641,23.5139,23.3651,0.0123385,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
79012800.0,10537,23.3647,23.3641,23.5139,23.3647,0.00954793,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
79099200.0,10533,23.3646,23.3641,23.5139,23.3646,0.00861777,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
79185600.0,10537,23.365,23.3641,23.5139,23.365,0.0114545,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641,23.3641
